,content,label
60160,오래했다고 주고 연애했다고달라하고 방송출연밖에 한게없는 신동업같은사람대상주고 올해 연예대상 유느님안줄려고 짠듯,2
55940,남자친구가 공무원 시험에 합격하더니 날 없는 사람 취급해.,2
4455,은퇴하고 아픈 곳도 없으니 친구가 여자를 소개해줬어.,0
48765,일자리를 구하는 중인데 만성질환이 있다고 다들 거부해. 더 이상 자식들에게 신세 지기는 싫어.,2
13270,기술직으로 먹고사는 게 자부심이 들 때도 있지만 이따금 무시를 당하는 거 같아 화가 나.,1
11349,오늘은 예디 귀빠진날 !,0
41413,왜 3범인데 700내냐.징 역을 살게해야지.그지같은 법,1
52787,오늘 친구들 사이에서 억울한 일을 당했어.,2
10858,백선생님 덕분에 음식을 쉬게 접할 수 있고대충대충 했던 음식이 집밥 보면서 더 신경 쓰게 되고일주일이 기다려 진답니다.,0
46445,남편이 은퇴하고 나면 함께 하는 시간이 많을 줄 알았어. 그런데 맨날 혼자야.,2
21027,그렇게 꿈꿔오던 결혼인데 막상 한 달 앞으로 다가오니 걱정부터 앞서.,1
52312,점점 수학 문제가 어려워져서 어떻게 해야할지 도무지 모르겠어.,2
11728,정권바뀌면 많이 들어가겠네,0
38096, 진짜 뭐냐 이게.,1
59951,우리 정말 사귀는 걸까?ㅠ,2
54485,아이들에게 배신당한 느낌이 들어.,2
34329,첫 사진이 일본av 배우닮았다...ㄷㄷ,1
55648,내가 아이를 잘 못 키운 것 같아. 너무 충격적인 일을 들었어.,2
59846,이제 저 기술도 대기업이 쏙 빼먹겠지..,2
5195,남편과 자식들이 우울증 잘 극복하라고 재미있는 이벤트를 해줘서 기뻐.,0
3871,중년이지만 재취업이 틀림없음으로 너무 기쁘고 행복하다.,0
27789,직장에 내 또래가 없어.,1
7075,찬성하는 정책이다!,0
45925,나는 가난해서 학교를 자주 나가지 못했어.,2
22135,팀장이 나한테만 일을 몰아주는 것 같아서 화가 나.,1
25294,복지 재단을 믿고 기부를 했는데 아무 일도 안 하니까 짜증이 나네.,1
6438,이번에 기말고사에서 일등을 할 수 있을 것 같아.,0
13232,자꾸 힘들어지니 앞으로 어떻게 하면 될지 모르겠어.,1
10095, 누나를 알고나서 더 긍정적으로 변한거 같아요,0
44385,박근혜 비슷한 경찰이닷!,1
47847,아빠가 또 내 물건을 막 버렸어. 화가 나.,2
22562,아무리 알아보고 이력서를 넣어봐도 취업이 너무 어려워서 짜증 나.,1
8962,아진짜라붐은>< 그런미녀가또있을까,0
34251,와 대박이다 진짜ㄷㄷ,1
30828,건강이 나빠 힘을 잘 못 써서 부끄러워.,1
56459,대체 법이 왜 있는 거야? 아직도 이런 회사가 있다니 너무 화가 나!,2
46041,나이가 드니까 나를 써주는 회사는 한 군데도 없네. 돈을 벌어야 하는데 우울해.,2
48293,사업 아이템이 좋은 것인 줄 알았는데 결국 망했네. 빚만 생겨서 우울해.,2
10710,김동현 대단하다 랭킹7위 답다,0
6232,나는 여태까지 꽤 힘들게 살아왔어. 이제 쉬어도 되겠지?,0
6312,미리미리 일을 해놓은 덕분에 마감 시간에 쫓기지 않고 일을 마무리했어.,0
3017,내가 운영하는 치킨집의 매출이 크게 올라서 기뻐.,0
1329,노후를 준비하려고 펀드에 들었어.,0
45593,우리 직원이 회사의 일급 비밀을 유출했어. 나는 너무 배신감을 느끼고 화가 나.,2
2067,생일인데 아내가 깜짝 선물을 줘서 너무 고맙더라고.,0
27694,와이프가 내가 선물한 다이아몬드 반지를 잃어버렸어.,1
62278,우리는 이렇게 까지 안됬겠지?,2
59207,남친이 요새 저한테 소홀해진거같은데솔직하게 말하니까 그런게 아니래요..,2
2852,친구와 내기에서 이겨서 정말 기뻐.,0
27154,어릴 적부터 그림 그리는 걸 좋아했는데 성적에 맞춰 대학을 가다 보니 지금 내 전공은 내게 맞지 않고 내 길이 아닌 것 같아.,1
51183,엄마는 내가 어려서 잘 모른다고만 말해.,2
30527,남편이 은퇴하고 싶다고 해서 통장 잔고를 봤더니 한숨만 나오네.,1
60424, 힘들게 준비한노래 오늘 일위 못시켜줘서 미안해요ㅠ,2
28777,집안이 넉넉하지 못해서 딸이 학원을 그만두게 되었어.,1
33105,주위 친구들 중에 나만 아직 취업 못 했어.,1
47512,부모님이 공기업이 최고라고 해서 들어왔지만 활력이 없고 조직 분위기도 별로야. 재미가 없어.,2
20011,아내가 치매에 걸렸는데 아내의 약을 더 꼼꼼히 챙겼어야 했는데 그러지 못했어.,1
12707,LGBT 커뮤니티 오픈퀴어가 오픈했습니다,0
27683,딸이 내 말을 듣지 않아서 화가 나서 나도 모르게 딸을 한대 때렸는데 너무 마음이 안 좋네.,1
57201,결혼을 해봤자 뭐해 어차피 사랑은 변하는데.,2
61101,진짜 너무 한심하네요. . 고인의 명복을빕니다~~,2
5590,재정이 넉넉해서 두 아이를 모두 유학을 보내게 됐어.,0
62660,너무 슬프다ㅠㅠㅠㅠㅠㅠㅠ,2
4798,이번에 새로운 직장으로 옮겼는데 사람들이 다 너무 좋아서 기뻐.,0
7386,ㅎㅎㅎ예쁜 아기랑 행복하게 사세요~~~,0
11776,와우~ 추카추카^^,0
63620,슬프게도 대학교를 돌아가야할듯싶음..,2
48402,대학교 졸업을 앞두고도 무슨 일을 하고 싶은지 몰라서 취업 준비를 어떻게 해야 할지 너무 막막해.,2
48847,난 곧 죽을 거야 죽음이 가까워지고 있어. ,2
6739,  응원합니다.그리고..사랑합니다.  화이팅!!!!,0
46931,의사가 분명히 수술이 잘 되었다고 했거든. 그런데 삼 주가 되도록 몸을 움직일 수 없어.,2
35047, 죽을려고 환장했나,1
50872,지금 이 직장에서 계속 일할 수 있을지 모르겠어.,2
52843,오빠가 먼저 나한테 욕을 했는데 엄마는 나한테만 뭐라 해서 억울해.,2
63301, 여덟번 정도 면접보러 다녔는데다 떨어졌네요..,2
17741,약속 있는데 일 때문에 잠깐 회사에 들러야 해. 툭하면 급한 업무가 생겨서 너무 짜증 나.,1
56010,은퇴 후 지낼 집을 무리해서 샀는데 감당이 안 돼. 손해를 보고 팔아야 해서 우울해.,2
54642,친구 자식이 친구에게 선물을 주었는데 내가 질투가 나서 거짓말일 거라고 험담을 해버렸어.,2
51812,요즘 세상을 바라보면 너무 슬퍼져.,2
21646,따돌림 때문에 너무 좌절했어.,1
23493,당분간 대소변을 누군가 받아주어야 하는데 간병인 대신 며느리가 있을 때는 너무 곤욕스러워.,1
15356,나 아침에 엄마가 잔소리했다고 엄마한테 큰소리쳤어. 너무 후회돼.,1
52893,손주들 과자 사주려고 나갔다가 다쳤는데 자식들은 왜 자꾸 다치냐며 핀잔을 주네.,2
51033,이젠 집안일은 하나도 안 할 거야.,2
6940,이태원 바에서 예은봤는데 성격엄청좋아보임 ㅎㅎ 물론 얼굴도 예쁨 행쇼,0
37776,근데 이게 실제로 사실이라면 어떻게 되는 것인가?,1
50477,오늘 또 떨어졌어. 언젠가 합격할 수는 있는 걸까?,2
10,선생님이 학교 폭력 가해자 학생들을 불러 처벌하시고 혼내주셔서 너무 통쾌하고 짜릿해.,0
6776,대상 수상 축하해요,0
9811,  광고보는 재미까지 주셔서 감사,0
19924,어떡하면 좋지? 생리할 주기가 지나버렸어.,1
21996,전에 다녔던 회사가 망해버렸으면 좋겠어.,1
11552,  늦었지만 축하드려요!!,0
48964,결혼하고 나니 인간관계가 멈춰버린 것 같아.,2
56288,회사 합병으로 인해서 내가 처리해야 할 업무가 없어졌는데 어찌할지 마비된 것 같아.,2
61787, 딱 1명만 빠리바게트에서 빵 사다 주심..,2
48740,이제는 누굴 만나서 새롭게 연애하는 것도 귀찮고 어렵네.,2
26043,남자친구랑 또 싸워서 기분이 안좋아.,1
7114,엄정화 좋음.,0
8976,역시 우리형 대인배 인성...,0
11440,모두들 열심히 하시고 멋진 모습을 보고 다 멋있어 하시더군요...,0
35083, 비싼애는 주변 인맥이 화려해서 파워게임에서 승산이 있다는건가.,1
58587,세상이 온통 사기꾼 소굴이니 누구말이 옳은지 틀린지 알수가 없네. ㅠㅠ,2
24059,직장 상사의 행동이 너무 구역질 나.,1
21951,중년의 나이에 젊은 애들이나 하는 속앓이나 하고 술을 너무 마셔 위장에 탈이 나서 민망해.,1
45137,아이고 허리가 또 아프네. 내일 비가 오려는가 보네.,2
34627,벌써 5년..... 시간 빠르네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
1997,남편과 결혼하면 아이를 낳지 않고 둘이 여유롭게 살아가기로 마음먹었어.,0
27733,아들이 용돈 벌이도 못 한다고 구박을 하는데 어처구니없고 화가 나.,1
28548,요즘 인간관계에 있어서 방어적인 태도를 취하게 되는 것 같아.,1
58476,엄마는 내 꿈인 작가를 응원해 주고는 했는데 지금은 안 그래. 너무 슬퍼.,2
50246,친구들이 나만 두고 놀이동산에 다녀왔대. 그 얘기를 듣는 순간 할 말을 잊었어.,2
2571,얼마 전에 상조에 가입했어. 자식들의 부담을 덜어서 마음이 놓여.,0
55067,내 가장 친한 친구가 내 말을 믿어주질 않고 심지어 다른 애들이랑 같이 따돌렸어. 힘들어.,2
61129,옥중화에서 갑자기 신뢰도가 훅......,2
15150,친구들이 나를 비웃었어. 어제까지는 잘 지냈는데 왜 그러는지 모르겠어.,1
1476,몇십 년 적금 부은 거 찾아서 고향인 시골에 땅을 샀어. 곧 집 짓는 공사 들어간다는데 막 설레.,0
11526,두고두고팬질하게.....,0
39180,저땅이 경찰땅이다냐?,1
46011,당뇨 때문에 체중조절을 해야 하는데 무릎이 좋지 않아 운동할 수가 없어서 걱정이야.,2
29587,나 이제 곧 출산예정일이야.,1
55111,친구가 나보고 왜 그렇게 건강에 집착하냐고 하더라. 그 뒤로 내가 너무 이상한 건가 싶었어.,2
24548,대학교 면접을 보러 갔는데 한문 문제가 나왔어. 나 한문 하나도 모르는데.,1
58366,형이 원하던 대학에 떨어졌어. 너무 안쓰러워.,2
21141,대인관계가 혐오스러워.,1
30076,친구들은 다 손주를 보는데 나만 손주를 못 봐서 열등감이 들어. ,1
42007,비좁은 성냥갑 속의 콩나물들. 중국 따랄 천천히 기여서 출 퇴근 해라.,1
62677,세월호 사건에 비하면 아무것도 아닙니다.,2
33237,요즘 싫은 사람이 생겼어.,1
44556,덤프트럭이 밀어버렸으면한다,1
11567,재밌고 좋은현상이네,0
5734,거울을 보는데 내가 언제 이렇게 백발이 됐는지 괜히 속상하더라고.,0
24183,오늘 집에 오는 길에 대학생 딸이 처음 보는 청년이랑 우리 집 앞에서 키스하는 걸 봤어.,1
500,이제야 나와 잘 맞는 친구를 만난 것 같아. 같이 있으면 너무 편하고 기분이 좋아.,0
43316,야 누가니보고 촛불들라고 하드나 참기사꼬라지하곤,1
28968,부모님은 내가 좋아하는 건 관심이 없고 오직 내 성적만 중요하게 생각하셔.,1
57367,신입 사원이 지금 일주일이 지났는데 아직도 보고서를 다 못썼대. 내가 속이 터져.,2
7197,4개월쫌 넘은 아기입니다~,0
47426,오늘 면접을 봤는데 떨어졌지 뭐야.,2
39271,헐 김종민이가 대상급인가?,1
35094,가을이라니.....,1
5314,남편이 재정적으로 노후에 대해 준비를 해뒀다니 이제야 안도감이 들어.,0
60614,"여자는 좋겠다. 외모에다 그냥 몰빵해서, 오피나 뛰면 먹고 살 걱정은 없겠지",2
53351,누나가 내 보험금을 가져가서 가방을 샀지 뭐야. 난 암에 걸렸는데 앞으로 진료비가 걱정이야.,2
9028,대인배네 대인배...,0
55354,내 생활이 가장 중요한 거 같아. 단체는 중요성을 못 느끼겠어.,2
14326,친구들이 날 괴롭혀. 항상 불안하고 힘들어.,1
4075,아내가 수술 후 세 시간 만에 의식을 되찾았어.,0
20245,그 친구를 좋아한다고 놀려서 얼굴을 못 들고 다니겠어. 너무 부끄러워.,1
7440,기아 타이거즈~!!!♡♡♡,0
48178,면접에서 탈락했는데 성별 정보랑 내 외양이 일치하지 않아서래. 너무나 슬퍼.,2
17296,남편이 갱년기가 오는 거 같아서 당황스러워.,1
51580,내가 아무리 아파도 남편은 병간호는커녕 집에서 술만 마시는 게 너무 슬퍼.,2
56156,아들에게 과외 한번 못 시켜준게 한이야.,2
2512,결혼 생각이 드는 남자를 만난 거 같아.,0
57442,노년에 재정적으로 이루어 놓은게 없어서 걱정이야.,2
7814, 딱 한번 나온 미용실 원장님의 아우라 또한 잊혀지질 않네요.ㅎㅎㅎ~~~,0
57166,나이가 드니 건강 상태에 대해 체념한 느낌이야.,2
29026,나는 노년에도 다른 사람 손을 빌리지 않고 깔끔하게 스스로 내 몸과 마음 그리고 영혼을 챙기며 살기를 바랐어. 뇌경색이 올 때 기억상실이 함께 왔는데 정말 혼란스럽더라.,1
50748,결혼하고 난 후에 내가 원하지 않는 인생에 끌려가는 듯해서 우울해.,2
47599,어제 아내와 여태까지 모은 돈 그리고 자산 현황에 대해 점검해봤어.,2
16170,직장생활 할 수 있는 기간도 얼마 남지 않았어. 여태 뭐 하고 살았는지 허망하네.,1
59094, 난 못 지내.,2
22329,지금 연애하고 있는 사람이랑 정말 결혼을 해도 되는지 고민돼.,1
8418,요리초보에게 가슴에 와 닿는 요리법입니다!,0
30434,취업을 어떻게 하라는 거지? 세상 살기 너무 어렵네.,1
434,아빠가 실력이 좋아서 조만간 승진하고 월급도 많이 받을 것 같아.,0
45438,결혼하고 아이 있고 할 때는 정말 좋았는데 어느새 그냥 반복되는 삶을 사는 거 같아.,2
10331, 감사해요^^~~,0
8584,진정한 희극인 이십니다,0
29617,남편이 외박하지 않기로 해놓고선 자꾸 어겨. 매번 같은 말하는 것도 지겹고 스트레스만 받아.,1
62594,우린 지금도 밀도가 너무 높다,2
54309,나한테 관심이라고는 일절 없는 남편 때문에 너무 속상해.,2
56245,우리 중에서 가장 말이 많던 김 씨가 입원을 해서 그런지 노인정이 너무 조용하네.,2
36,나이가 들수록 가족이 최고라는 생각이 들어.,0
36268, 박사모그룹 놈들이 수사를 모조리 부인하도록 조종하고있다.,1
62619,한국에선 9개월간 부자가 되지않음 이루어질수가 없다,2
10039,"사장님,가게누나들 재밋고 착하구요",0
18503,사람들이 왜 자꾸 나에게 둘째 계획을 묻는 걸까?,1
5426,성적이 정말 많이 올랐어! 노력한 것 이상으로 나온 것 같아서 기분이 좋아!,0
21042,나만 친구나 관계에 대해서 안달하는 것 같아.,1
2275,결혼식에 내가 좋아하는 가수가 축가를 불러주기로 했어! 너무 기뻐.,0
20960,요즘 뉴스를 보면 한심스러운 거 같아.,1
28397,친구와 아무리 얘기해도 의견이 맞지 않아서 전화를 끊어버렸어.,1
51155,엄마의 아픈 모습을 보는 것은 항상 괴로워서 눈물이 나.,2
